text,category
 Piping Design| Detail Engineering| Nozzle Orientation| Design Engineering| Piping Layout| Stress Analysis,Senior Design Engineer
 SCM| Supplier Development| Supplier Quality| Supplier Management| PPAP,Purchase/Vendor Development Manager
 accounts executive| ms excel| macros| Excel| Accounting| mis| VLOOKUP| advanced excel| pivot table| tally,Accounts Executive/Accountant
 Graphics| Illustrator| Videography| Video Editor| Video editing| Adobe After Effects| Recruitment,Assistant Editor/Editor
 Linux| Content development| SQL| TCP| Automation| Networking| Perl| Windows| Troubleshooting| Python,Team Lead/Technical Lead
 Accounting| back office| documentation| Office Assistant| banker| finance| general ledger,Domestic Private Banking-Executive/Manager
 seo| social media optimization| search engine marketing| email marketing| web marketing| SMO| social media,Marketing Manager
 Event Manager| Import| Senior Executive| Export management| Management,Product/Brand Manager
 Application development| Internship| Computer science| Project delivery| Visual Design| ios development| Business management| Design engineering| Agile development| User interface designing,Software Developer
Compliance| Audit compliance| Customer satisfaction| Process efficiency| Customer service| Service quality| Monitoring| ISO 9001-2000| Auditing| Six sigma,Operations Officer
 Fire Protection| Design Development| Design Engineering| Concept Design| Technical Specifications| Fire Fighting,Senior Design Engineer
 Technical support| Outbound| Service| Comp| Inbound calls| Bonus| Business Executive| Technical| process,Associate/Senior Associate -(NonTechnical)
 Design Patterns| SWIFT| Objective C| iOS,Software Developer
 c#| asp.net,Software Developer
 pumps| valves| instrumentation| commissioning| instruments| inter| control| knowledge| bfw| control philosophy,Design Engineer/Manager
 Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,Regulatory Affairs Manager
 Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,Construction-General Building
 telemarketing| crm| account management| marketing strategy| end user| relationship management| payments| english| events| email,Sales/Business Development Manager
SQL Server| ms sql server| sql server 2000,DBA
jQuery| HTML5| Javascript| AJAX| CSS3,Software Developer
 SAP ECC| Procurement| SAP QM| PS| Costing| SAP Security| WM| FIN| QM| AM| PM,System Security
sales manager| area sales manager| territory sales manager| regional sales manager| business development manager| b2b sales| corporate sales,Sales/Business Development Manager
technical training|militaryengineering services|militaryengineering service engineer|military engineering services advisor,Training Manager
 data analysis| Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls,Industrial Engineer
Tally|accountant|accounts executive|finance executive,Accounts Executive/Accountant
 MEAN| Node.js| RabbitMQ| MongoDB,Software Developer
 NAV calculation| Fund accounting| Financial statements| Automation| Corporate actions| Analytical| Reconciliation| Standard operating procedures| Subject Matter Expert| Net asset value,Chartered Accountant
 SAN| French| Networking| Training| Cook| microsoft azure| Management| Counselling,Fresher
 Marketing Management,Assistant / Associate Marketing Manager
Graphics| Product management| WAN| Illustrator| IHS| Social media| Healthcare| HTML| Product marketing| CSS3,Graphic Designer
 Mechanical| Javascript| Business Executive,Mechanical Engineer-Plumbing/Fire Protection
 Learning| Client Management| Training Need Analysis| MDP| Logistics Coordination,Soft Skill Trainer
 Product management| Leasing| Service| English| System integration| Cisco| Network security| Asset management| Oracle| New business development,Software Developer
 English| Lead generation| Negotiation| Staffing| Relationship| Market research| Messaging| Sales Executive| Real estate| Map,Sales/Business Development Manager
 Retail| Networking| Field sales| Social media| Service sales| Sales Executive| Management| Digital marketing| Interior designing| Retail sales,Sales Executive/Officer
 Corporate Selling| Financial Institutions| Relationship Management| Web Technologies| Web Services| internet technologies,Sales/Business Development Manager
 Mbbs Doctor| BHMS| MD Medicine,Medical Officer
 Conferences| Sponsorship Sales| Advertising| Sales Executive Activities,Sales Promotion Manager
 DST| DSA| Team Handling,Sales/Business Development Manager
 algorithms| c++| c| SAP| pascal| OLAP| data integrity| Jasper| java| cobol| fortran| oops| PLSQL| Oracle BI| data structures| perl| Oracle Sql Developer| Crystal Report| basic| Salesforce,Software Developer
 Production,Fresher
 MIS reporting| Trade| Operational risk| Banking| Client relationship| Saving,Sales Officer
 MVC Framework| .NET Framework| SQL,Software Developer
interviewing| ats| screening| US IT Recruitment| US Recruiter| sourcing| c2c| onboarding| us staffing| w2| US Recruitment,Associate/Senior Associate -(Technical)
 Angularjs| ui developer| Github,Software Developer
 Angularjs| CSS| Front End| Front - end| Web Technologies| Javascript| HTML| API| Web Services,Software Developer
 Business process| Backend| Front end| C| Coding| Analytical| Agile| Unit testing| Outsourcing| Operations,Software Developer
Automation selenium|Selenium Testing|selenium software testing|selenium automation testing|Java|Cucumber|BDD|Rest API,Testing Engineer
 Sales Head| Usage| Relationship Executive| Trademarks| Research| Legal services| Service quality| Business Executive,Client Servicing/Key Account Manager
ui development| ui designer| web designer| css| web designing| javascript| html5,Web Designer
 Company Secretary| Accounting| Secretarial Activities| legal activities,Company Secretary
 head hunting| screening| recruitment| ites| international voice| non it recruitment| sourcing| ites recruitment,Recruitment Executive
 Drupal| Web technologies| Wordpress| PHP| Joomla,Software Developer
 casa| bde| bd| direct sale| direct marketing| sales marketing| bdo| sales| sales executive| banking| direct sales insurance| marketing| fresher| sales officer| direct selling| direct sales,Sales Executive/Officer
 Technical support| Outbound| Night shift| Service| English| Comp| Business Executive| process| US shift| Technical,Associate/Senior Associate -(Technical)
 BPO| SAP| Functional testing| Supply chain management| Test scripts| Technology consulting| Test planning| ITES| Technology solutions| Performance improvement,Testing Engineer
 SEO| Search Engine Optimization,Search Engine Optimisation /SEO Specialist
 Sales Coordinator,Telesales/Telemarketing Executive/Officer
 operations| Vendor Management| Supply Chain| Logistics Operations| Warehouse Operations,Warehouse Manager
 Ruby on Rails| Javascript| PL - SQL| RDBMS| CI| CD| NoSQL| MongoDB| Design Patterns| AngularJS,Software Developer
 Analytical| Web analytics| Digital marketing| Tools| Google Analytics| content marketing| Campaigns| Group| Com| Business Executive,Business Alliances Manager
 html| javascript| css| c#.net| c#| .net| software development| agile| dot net,Software Developer
 data analysis| Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| caller| tech support| technical support| BPO| inbound| outbound| calling| voice| non voice| customer service| cce| uk| us| voice process,Associate/Senior Associate -(NonTechnical)
 Email| UX| UI| Tutor| Web technologies| phone| web| design| Web designing| Time| Business Executive| Complex,Software Developer
 electricals| electrical maintenance| maintenance engineering,Service/Maintenance Engineer
 professional services| MS SQL| Troubleshooting| Workflow| Debugging| JIRA| Analytical| Database| Performance analysis| Interpersonal skills,Software Developer
 Networking| Performance management| Business planning| PDF| Talent acquisition| Sales analysis| Relationship| Sales management,Sales/Business Development Manager
 Tableau| SQL| R| SAS| Python| Reporting Analyst| Technology,Data Analyst
 piping| construction| site engineer| Structure| engineer| autocad| project planning,Project Manager-Production/Manufacturing/Maintenance
 Product Costing| Debtors| Financial Reporting| manager| Accounting| Finance| ROC| Account Management| Funds Flow Management| Budgeting| Creditors Management,Accounts Manager
 cold calling| lead generation| Inside Sales| outbound calling| Sales Executive Activities,Pre Sales Consultant
 CSS| Open Source| Web Technologies| Wordpress| MySQL| CMS| PHP| Bootstrap| HTML| Web Development,Graphic/Web Designer
 Telecom| Telecommunication| HR Executive| Lineman| Electronics| Splicing,Customer Support Engineer/Technician
 C++| python| C| Networking| Software Engineering| perl,Team Lead/Technical Lead
B2C Sales| Client Acquisition| Telesales| bdm| B2B Sales| Voice Process| sales| Outbound Calling| inside sales| Upselling| outbound| Relationship Management| calling| Telecalling| hni client handling| selling| Business Development| telemarketing,Sales Executive/Officer
 Retail| Sales| Event management| Product service| People management skills| Analytical| Business planning| Management,Branch Manager/Regional Manager
 Quality Executive,Administration Services/Medical Facilities
 team coordination| team management| acquisition manager,Sales Executive/Officer
 Technical Architect| C#| SQL| Open GL| Database| PHP| .NET| CTO| Python,Head/VP/GM-Technology(IT)/CTO
 office co - ordinator,Network Administrator
cce|technical|inbound|b com fresher|customer service|customer care|teleperformance|problem solving|concentrix|customer support associate|voice process|b.a|non technical|voice support|graduate|solving queries|reception|b.s.c fresher,Associate/Senior Associate -(NonTechnical)
 market research| customer profiling| sales executive| marketing executive| distributors| Business Development| sales strategy,Sales Executive/Officer
